name,url,store_id,store_name,size,updated
PriceFull7290027600007-001-343-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-001-343-20260916-030000.gz?sv=2014-02-14&sr=b&sig=XvhLErdQ0Ku0wJqRs3sPnmckyoj5iuof6GXXxeVlMVU%3D&se=2026-09-16T06%3A04%3A04Z&sp=r,343,343 - שלי ראש העין- ברקן,311.38 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-001-357-20260916-034000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-001-357-20260916-034000.gz?sv=2014-02-14&sr=b&sig=WTfDSd0wPTEu8QcuqS3p8UwlmSdH6WzFfkBRVLbhyfs%3D&se=2026-09-16T06%3A04%3A04Z&sp=r,357,357 - דיל צורן קדימה- לב השרון,303.43 KB,9/16/2026 3:40:00 AM
PriceFull7290027600007-001-365-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-001-365-20260916-030000.gz?sv=2014-02-14&sr=b&sig=nBeCRV%2BAUNFPkK8saBorsOvbx8TAe3wcM2q3LmfDAE0%3D&se=2026-09-16T06%3A04%3A04Z&sp=r,365,365 - שלי פרדס חנה כרכור- קדמה,239.72 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-001-366-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-001-366-20260916-030000.gz?sv=2014-02-14&sr=b&sig=iSsgHvbycEOSqpdxzfzuE682O%2BaIaooG3k%2FgF8zgQPU%3D&se=2026-09-16T06%3A04%3A04Z&sp=r,366,366 - שלי כפר ורדים- מרכז מסחר,240.51 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-001-369-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-001-369-20260916-030000.gz?sv=2014-02-14&sr=b&sig=GD4uqVR%2BICdh39SxrTr%2F54KP6ZK%2BgQZYQGzYQMcSPN0%3D&se=2026-09-16T06%3A04%3A04Z&sp=r,369,369 - שלי שוהם- תרשיש,292.91 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-001-371-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-001-371-20260916-030000.gz?sv=2014-02-14&sr=b&sig=G7oUyCAY4lKLJejqtsIfi%2BAdb2LUbZ6nR%2BwNZtFMmDM%3D&se=2026-09-16T06%3A04%3A04Z&sp=r,371,371 - שלי ברניצקי,325.18 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-001-374-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-001-374-20260916-030000.gz?sv=2014-02-14&sr=b&sig=FU6d6Pcd3r115CZcXW3kjq61%2FoCvzEarGKUImWc3grU%3D&se=2026-09-16T06%3A04%3A04Z&sp=r,374,374 - שלי הרצליה- הבנים,224.67 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-001-756-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-001-756-20260916-030000.gz?sv=2014-02-14&sr=b&sig=9gaE3VQq%2FmIMpilIywLoyvoTmc7bIadvSPj6PzuELtc%3D&se=2026-09-16T06%3A04%3A04Z&sp=r,756,756 - שלי באר יעקב,234.48 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-001-760-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-001-760-20260916-030000.gz?sv=2014-02-14&sr=b&sig=JeZx%2FTEKWkZLU4NRTwyn7A6OvjrEqfm4uBfoWP8QK%2B0%3D&se=2026-09-16T06%3A04%3A04Z&sp=r,760,760 - שלי ראש העין,285.79 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-002-013-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-002-013-20260916-030000.gz?sv=2014-02-14&sr=b&sig=m0uU4J9AZ4AyYyqtlKE7u75QNawchhhfp0yNWxQaXsg%3D&se=2026-09-16T06%3A04%3A04Z&sp=r,13,13 - יוניברס בית שמש- העליה,403.81 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-002-014-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-002-014-20260916-030000.gz?sv=2014-02-14&sr=b&sig=XacC31V0YzFjIxPOyhe0AkMhexCz17J6QYiL0k%2Blcbw%3D&se=2026-09-16T06%3A04%3A04Z&sp=r,14,14 - דיל ברנע אשקלון,371.71 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-002-018-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-002-018-20260916-030000.gz?sv=2014-02-14&sr=b&sig=tLKyp2HS%2FcT3dGfnIrwETyHDEQXMfJz36N7QDJ8i33k%3D&se=2026-09-16T06%3A04%3A04Z&sp=r,18,18 - דיל חולון-קרן היסוד,336.98 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-002-035-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-002-035-20260916-030000.gz?sv=2014-02-14&sr=b&sig=IF5q445DvFkFoGy0NjJ9dM2oP6mHAI6ytgg9zr2rO6s%3D&se=2026-09-16T06%3A04%3A04Z&sp=r,35,35 - יוניברס באר שבע וולפסון,425.23 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-002-045-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-002-045-20260916-030000.gz?sv=2014-02-14&sr=b&sig=uBaIajBmDn9RyazH51ra4Aix5ODIzDLGI0v3o3f5Od0%3D&se=2026-09-16T06%3A04%3A04Z&sp=r,45,45 - דיל ירושלים- תלפיות,414.18 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-002-049-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-002-049-20260916-030000.gz?sv=2014-02-14&sr=b&sig=jFGD5CiyY9DRrywOUw02CMEp%2F9V%2B5dF1O8S3f3OyBy8%3D&se=2026-09-16T06%3A04%3A26Z&sp=r,49,49 - דיל ב&quot;ש- הר בוקר,314.56 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-002-065-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-002-065-20260916-030000.gz?sv=2014-02-14&sr=b&sig=5hp2%2FCuDbVe9R%2F3hziWYQb3Jx%2BLOSY7TnMTtiuVju1c%3D&se=2026-09-16T06%3A04%3A26Z&sp=r,65,65 - דיל ב&quot;ש- צ&#39;ורלי,409.35 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-002-068-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-002-068-20260916-030000.gz?sv=2014-02-14&sr=b&sig=mmR65EfENR0J01d4QyTONEbDKSEF2rcyT%2FGq%2FOLv9jg%3D&se=2026-09-16T06%3A04%3A26Z&sp=r,68,68 - דיל כורדני,384.4 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-002-076-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-002-076-20260916-030000.gz?sv=2014-02-14&sr=b&sig=5ZuPxY4lxpTsMfpoXVBiEywufGYmYoTAoJN7E1bkeAo%3D&se=2026-09-16T06%3A04%3A26Z&sp=r,76,76 - דיל אריאל,365.94 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-002-077-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-002-077-20260916-030000.gz?sv=2014-02-14&sr=b&sig=vMl06XaLUxjmnNffBnxoUHAfgHI8xmicd9f1ufqKmtI%3D&se=2026-09-16T06%3A04%3A26Z&sp=r,77,77 - דיל  חריש,430.69 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-002-083-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-002-083-20260916-030000.gz?sv=2014-02-14&sr=b&sig=h%2Fm2ujm2RRt7yMZPFrH27GJ%2B8HigS824z47UKpwtU2A%3D&se=2026-09-16T06%3A04%3A26Z&sp=r,83,83 - דיל ב&quot;ש- שאול המלך,326.17 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-002-087-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-002-087-20260916-030000.gz?sv=2014-02-14&sr=b&sig=MMYSRfnqL8XTCcl6g47iTNhtZs56XKZlFQ5%2FEn%2FsUkY%3D&se=2026-09-16T06%3A04%3A26Z&sp=r,87,87 - דיל רעננה- החרושת,410.65 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-002-089-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-002-089-20260916-030000.gz?sv=2014-02-14&sr=b&sig=UUJr4PFPHI5%2FW6IYB%2FaFAlFW1eDr83SiAvBH0a0ytq0%3D&se=2026-09-16T06%3A04%3A26Z&sp=r,89,89 - דיל עזריאלי - רמלה,349.65 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-002-091-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-002-091-20260916-030000.gz?sv=2014-02-14&sr=b&sig=YTE9gd3L%2Brmg6TYfTOpnK9XgzRvcNZsbfVuQvTTLzxE%3D&se=2026-09-16T06%3A04%3A26Z&sp=r,91,91 - יוניברס עמק חפר- אזור תעשיה,453.38 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-002-092-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-002-092-20260916-030000.gz?sv=2014-02-14&sr=b&sig=QDt4tX6trmo4fKxMqgdOc8UdWuRVMsZiEznMjNXF5Uo%3D&se=2026-09-16T06%3A04%3A26Z&sp=r,92,92 - דיל אשדוד- שבטלוי,340.79 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-002-095-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-002-095-20260916-030000.gz?sv=2014-02-14&sr=b&sig=%2BDlRythCBMbx2BNQkLfitfHOySqOvONXDq%2B%2FWrC%2FRMk%3D&se=2026-09-16T06%3A04%3A26Z&sp=r,95,95 - דיל חדרה- קניוןאורות,397.06 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-002-096-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-002-096-20260916-030000.gz?sv=2014-02-14&sr=b&sig=T7ndgIc8ip7krE73jPoSxn%2F2FNXsedjnrlItKWgVCZM%3D&se=2026-09-16T06%3A04%3A26Z&sp=r,96,96 - דיל חדרה- הפרדס,318.01 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-002-097-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-002-097-20260916-030000.gz?sv=2014-02-14&sr=b&sig=V%2Fns%2FBBwv0vtDQBwBDKrfJFFZBmshnWYFU9KXnb%2Fds4%3D&se=2026-09-16T06%3A04%3A26Z&sp=r,97,97 - דיל קרית שמונה-מתחם ביג,404.94 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-002-098-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-002-098-20260916-030000.gz?sv=2014-02-14&sr=b&sig=EpJQgaFnHvsRojmS%2F3Xh5GebfIaxDBVgO16OqB4DsY8%3D&se=2026-09-16T06%3A04%3A26Z&sp=r,98,98 - דיל קרית טבעון- אלונים,372.43 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-002-105-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-002-105-20260916-030000.gz?sv=2014-02-14&sr=b&sig=Glgve6przNSiRi9SSB0IKuqvuI9hH9pzoDr0fu1Rxpg%3D&se=2026-09-16T06%3A04%3A26Z&sp=r,105,105 - דיל פ&quot;ת- אליעזר פרדימן,374.36 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-002-110-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-002-110-20260916-030000.gz?sv=2014-02-14&sr=b&sig=U5wZeCxX79Za87KhQrT5jH%2BZRKuXTEaQ4wRXW1kFABg%3D&se=2026-09-16T06%3A04%3A26Z&sp=r,110,110 - דיל הפארק ב&quot;ש,348.03 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-002-113-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-002-113-20260916-030000.gz?sv=2014-02-14&sr=b&sig=kiRNciFiYJ6B%2Fsulhugh%2B4CtnKhsH%2BAUWV79EMslK34%3D&se=2026-09-16T06%3A04%3A26Z&sp=r,113,113 - דיל ראשל&quot;צ- גולדה מאיר,356.49 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-002-114-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-002-114-20260916-030000.gz?sv=2014-02-14&sr=b&sig=868FqetSkr6pLr8dCTbW5Gmtq06pZSqYzx58%2FEGgERw%3D&se=2026-09-16T06%3A04%3A26Z&sp=r,114,114 - דיל ירושלים- גילה,405.41 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-002-118-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-002-118-20260916-030000.gz?sv=2014-02-14&sr=b&sig=Udj%2BPSDyUY3orSGSc6WcH4VisPH4%2F8ZMtZWe7OQIDb0%3D&se=2026-09-16T06%3A04%3A26Z&sp=r,118,118 - דיל אילת  הסתת,439.11 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-002-119-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-002-119-20260916-030000.gz?sv=2014-02-14&sr=b&sig=%2FkcMXkm2AyH6qOVRAFlbwCeoXYM%2Fe64FvauK7svW5E0%3D&se=2026-09-16T06%3A04%3A26Z&sp=r,119,119 - דיל מודיעין- סנטר,333.99 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-002-121-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-002-121-20260916-030000.gz?sv=2014-02-14&sr=b&sig=i1REWdmBDUxx71uFdA7HWBQRgyIpQvKxQPu2EtVnmXg%3D&se=2026-09-16T06%3A04%3A44Z&sp=r,121,121 - יוניברס נהריה- לוחמי הגטאות,417.46 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-002-122-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-002-122-20260916-030000.gz?sv=2014-02-14&sr=b&sig=aclJ84%2FUoQwy26PTtLgQP7rqJdMEvucMor%2FpyWDgQv0%3D&se=2026-09-16T06%3A04%3A44Z&sp=r,122,122 - דיל יבנה- ברוש דרךהים,425.3 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-002-123-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-002-123-20260916-030000.gz?sv=2014-02-14&sr=b&sig=%2Bfo7aYT4JnR%2F0ZiMIghvZIw57DTSdgTzYKlWZnHqWy8%3D&se=2026-09-16T06%3A04%3A44Z&sp=r,123,123 - דיל חולון- גולדה,387.41 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-002-124-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-002-124-20260916-030000.gz?sv=2014-02-14&sr=b&sig=GD9%2Bv1AiDguPaqhqP7cn6qifK4nuGby%2FOt6nEDzFFCo%3D&se=2026-09-16T06%3A04%3A44Z&sp=r,124,124 - יוניברס בת ים- אורט ישראל,405.25 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-002-128-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-002-128-20260916-030000.gz?sv=2014-02-14&sr=b&sig=2%2Fpnz%2F1xLbPxWUOJjSmuNl0z55PS8zKmefjcHj4D9pE%3D&se=2026-09-16T06%3A04%3A44Z&sp=r,128,128 - יוניברס טירת הכרמל- נחום חת,465.27 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-002-129-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-002-129-20260916-030000.gz?sv=2014-02-14&sr=b&sig=AI6QiOU81o5qzN2sCPC8fGE%2BPuTRKNNiQxKVeCNeE%2Fg%3D&se=2026-09-16T06%3A04%3A44Z&sp=r,129,129 - יוניברס נתניה- המלאכה,433.97 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-002-130-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-002-130-20260916-030000.gz?sv=2014-02-14&sr=b&sig=0dcD35vBRycVSC%2FqU5vCSAwkgR5GvY%2FwRIfp7uPqo2o%3D&se=2026-09-16T06%3A04%3A44Z&sp=r,130,130 - דיל נתניה- קלאוזנר עמליה,345.5 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-002-139-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-002-139-20260916-030000.gz?sv=2014-02-14&sr=b&sig=J%2FgQ3u%2F%2BZKYQHLlENtLK%2FTMuDH5u58b1wNwBE9KhxHM%3D&se=2026-09-16T06%3A04%3A44Z&sp=r,139,139 - יוניברס צפת- דובק ויצמן,388.33 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-002-141-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-002-141-20260916-030000.gz?sv=2014-02-14&sr=b&sig=bWhFAliz0ZkwS5JdTqOB2CBxv1dSkz3zIlHZ1BSvIV0%3D&se=2026-09-16T06%3A04%3A44Z&sp=r,141,141 - דיל יוקנעם- שדרות רבין,412.45 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-002-142-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-002-142-20260916-030000.gz?sv=2014-02-14&sr=b&sig=ZOepYn2r%2FMFBY0YqhRYKKy5cXPz%2Friljd6ouQ0WKzas%3D&se=2026-09-16T06%3A04%3A44Z&sp=r,142,142 - דיל זכרון- המייסדים,413.79 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-002-144-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-002-144-20260916-030000.gz?sv=2014-02-14&sr=b&sig=MgOQVVVkwZaz%2BjAhm4yAxCQ7pVbApXRDO6YqbJiLsIo%3D&se=2026-09-16T06%3A04%3A44Z&sp=r,144,144 - דיל שבירו כפר סבא,435.26 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-002-151-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-002-151-20260916-030000.gz?sv=2014-02-14&sr=b&sig=bMKFlJxJPmNm%2FWAqgTy2KSjh3tIV8%2BN%2B%2BJSvXryJXNA%3D&se=2026-09-16T06%3A04%3A44Z&sp=r,151,151 - דיל רעננה- קניון רננים,435.86 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-002-152-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-002-152-20260916-030000.gz?sv=2014-02-14&sr=b&sig=d6B7sv3fzLVXhvZhUlNYDyN%2Bbyr1ZAPYfXgNof2XxMI%3D&se=2026-09-16T06%3A04%3A44Z&sp=r,152,152 - דיל ערד- ישפרו המנוף,398.09 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-002-153-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-002-153-20260916-030000.gz?sv=2014-02-14&sr=b&sig=OD9e59TjXb%2Fx37i8kOOqRRJPKJBn6NAVZc53lCbXWYU%3D&se=2026-09-16T06%3A04%3A44Z&sp=r,153,153 - דיל אופקים- ז&#39;בוטינסקי,383 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-002-155-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-002-155-20260916-030000.gz?sv=2014-02-14&sr=b&sig=EcpU7GyU456umJZwSbxymXAUZnZzWgBzLUvkVp8iMK4%3D&se=2026-09-16T06%3A04%3A44Z&sp=r,155,155 - יוניברס צור יגאל- מרכז מסחרי,445.05 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-002-159-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-002-159-20260916-030000.gz?sv=2014-02-14&sr=b&sig=GTY0HiD3eFf0ci3WqBECknBwzR3DgOy07DZjmOvCR0k%3D&se=2026-09-16T06%3A04%3A44Z&sp=r,159,159 - דיל רמת הנשיא חיפה,364.66 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-002-163-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-002-163-20260916-030000.gz?sv=2014-02-14&sr=b&sig=EG7Jz8ktMU%2B9AuLGisipaLuLrK8z0HqvjDHqNvfJ6m4%3D&se=2026-09-16T06%3A04%3A44Z&sp=r,163,163 - דיל שדרות- הפלדה,378.5 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-002-166-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-002-166-20260916-030000.gz?sv=2014-02-14&sr=b&sig=XLVor6arCuQfvdLaHrf408lAVfXtGMR4opizYsCWs3U%3D&se=2026-09-16T06%3A04%3A44Z&sp=r,166,166 - יוניברס אקסטרה  אשדוד- הבושם,449.07 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-002-173-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-002-173-20260916-030000.gz?sv=2014-02-14&sr=b&sig=3NCdZXWLc%2BlhXB0hit%2BIVdsYekKYqHwCZ8H3uqYTzNo%3D&se=2026-09-16T06%3A04%3A44Z&sp=r,173,173 - דיל כפר יונה,394.93 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-002-174-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-002-174-20260916-030000.gz?sv=2014-02-14&sr=b&sig=wuXCyFHSj%2BkYUhwEb6JYk7HJy%2FheOtiTP7iGmXYSkXs%3D&se=2026-09-16T06%3A04%3A44Z&sp=r,174,174 - דיל ערד- קניון,386.7 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-002-177-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-002-177-20260916-030000.gz?sv=2014-02-14&sr=b&sig=deiw0NQ3jLjJ7fJj1ELj3kKvJItBLgMybaf6k5kNM3s%3D&se=2026-09-16T06%3A04%3A59Z&sp=r,177,177 - דיל מצפה רמון- בן גוריון,324.42 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-002-180-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-002-180-20260916-030000.gz?sv=2014-02-14&sr=b&sig=9QfwMHa3xoMjiXcFUZDC8W8KozXCb9on%2FZqbeRqZfOo%3D&se=2026-09-16T06%3A04%3A59Z&sp=r,180,180 - דיל ק.מוצקין- בן גוריון,441.28 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-002-181-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-002-181-20260916-030000.gz?sv=2014-02-14&sr=b&sig=hlceQQ%2BZgOH0gQ9Wy2GCwVyyMd1R33XR5PcS8vKtBLM%3D&se=2026-09-16T06%3A04%3A59Z&sp=r,181,181 - דיל אשקלון- רמז,405 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-002-182-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-002-182-20260916-030000.gz?sv=2014-02-14&sr=b&sig=O4eUglQb7RmjqWszpEpx1IddUX3j4IHIUx3yKicjHp4%3D&se=2026-09-16T06%3A04%3A59Z&sp=r,182,182 - יוניברס דימונה- גולדה מאיר,395.54 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-002-183-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-002-183-20260916-030000.gz?sv=2014-02-14&sr=b&sig=N7gxcCfEM0zRczGQJ7JG%2FedI4sLt4FrnfMG1zYErylI%3D&se=2026-09-16T06%3A04%3A59Z&sp=r,183,183 - דיל אשדוד- הרצל,380.03 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-002-184-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-002-184-20260916-030000.gz?sv=2014-02-14&sr=b&sig=4FhYpTJycfdvhA%2F%2BVzxZUuLJIpU0FckXo3lR3xJ9JcE%3D&se=2026-09-16T06%3A04%3A59Z&sp=r,184,184 - דיל ראשל&quot;צ- זבוטינסקי,357.12 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-002-187-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-002-187-20260916-030000.gz?sv=2014-02-14&sr=b&sig=oUbQy2ZFfm0pMAowWTEVpomXESMTk8vje%2F1tW0byceg%3D&se=2026-09-16T06%3A04%3A59Z&sp=r,187,187 - דיל קניון מעלה אדומים,421.06 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-002-188-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-002-188-20260916-030000.gz?sv=2014-02-14&sr=b&sig=9yeaxQb1P4OGjQyaAlOpnPnhc7YvzvNu4w0EnMgOtbI%3D&se=2026-09-16T06%3A04%3A59Z&sp=r,188,188 - דיל ירוחם- צבי בורנשטיין,325.58 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-002-189-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-002-189-20260916-030000.gz?sv=2014-02-14&sr=b&sig=ndFuvt7WqB98YgGzi%2FztdMMp%2FSJf4zhmwbGb%2Br3PDbY%3D&se=2026-09-16T06%3A04%3A59Z&sp=r,189,189 - דיל פרדס חנה,389.4 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-002-190-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-002-190-20260916-030000.gz?sv=2014-02-14&sr=b&sig=0FMbT09qCNDdp62ng%2BHjS4SkQkudjfyELjm51r6gNFc%3D&se=2026-09-16T06%3A04%3A59Z&sp=r,190,190 - דיל חצור- הגלילית,360.76 KB,9/16/2026 3:00:00 AM
PriceFull7290027600007-002-199-20260916-034000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-002-199-20260916-034000.gz?sv=2014-02-14&sr=b&sig=w%2B1cnmn6Ak39wIHSlZF9plstB%2FrimtCT2eGQfsKdUq4%3D&se=2026-09-16T06%3A04%3A59Z&sp=r,199,199 - דיל בת ים- בלפור,274.29 KB,9/16/2026 3:40:00 AM
PriceFull7290027600007-002-203-20260916-030000.gz,https://pricesprodpublic.blob.core.windows.net/pricefull/PriceFull7290027600007-002-203-20260916-030000.gz?sv=2014-02-14&sr=b&sig=gKUzxWSTCk%2FI8VuraOcmSpvy%2FYg822abFtlY0fqAOB0%3D&se=2026-09-16T06%3A04%3A59Z&sp=r,203,203 - יוניברס רמלה לוד-הצופית,448.13 KB,9/16/2026 3:00:00 AM
